client_id,tenure_months,policy_value_gbp,renewal_date
CLI00159,80,5068.69,2026-05-06 12:25:51.617646
CLI00160,4,4756.48,2026-05-30 12:25:51.617646
CLI00161,28,1468.0,2025-12-12 12:25:51.617646
CLI00162,16,1582.35,2026-08-18 12:25:51.617646
CLI00163,61,5868.57,2025-09-29 12:25:51.617646
CLI00164,58,5862.14,2026-10-11 12:25:51.617646
CLI00165,9,1668.8,2026-03-28 12:25:51.617646
CLI00166,5,3541.66,2025-12-27 12:25:51.617646
CLI00167,25,4269.42,2025-08-28 12:25:51.617646
CLI00168,20,2488.44,2025-11-29 12:25:51.617646
CLI00169,40,2806.74,2026-10-10 12:25:51.617646
CLI00170,17,2353.11,2026-09-04 12:25:51.617646
CLI00171,66,1150.11,2026-02-12 12:25:51.617646
CLI00172,30,1432.05,2025-12-05 12:25:51.617646
CLI00173,76,958.74,2025-11-29 12:25:51.617646
CLI00174,41,2216.03,2026-05-07 12:25:51.617646
CLI00175,59,1267.54,2026-08-21 12:25:51.617646
CLI00176,19,1575.17,2026-04-23 12:25:51.617646
CLI00177,46,3868.66,2026-05-22 12:25:51.617646
CLI00178,27,3070.26,2025-09-21 12:25:51.617646
CLI00179,19,1093.13,2026-01-04 12:25:51.617646
CLI00180,15,2626.85,2025-09-01 12:25:51.617646
CLI00181,27,2311.54,2026-09-19 12:25:51.617646
CLI00182,70,5218.04,2026-06-18 12:25:51.617646
CLI00183,12,4498.44,2026-08-30 12:25:51.617646
CLI00184,69,4249.79,2025-09-05 12:25:51.617646
CLI00185,20,2950.69,2025-12-27 12:25:51.617646
CLI00186,36,3102.5,2025-10-22 12:25:51.617646
CLI00187,10,5897.38,2025-12-07 12:25:51.617646
CLI00188,42,1462.09,2026-08-30 12:25:51.617646
CLI00189,44,2102.0,2025-09-10 12:25:51.617646
CLI00190,43,3100.61,2026-01-25 12:25:51.617646
CLI00191,8,4905.87,2026-05-16 12:25:51.617646
CLI00192,54,676.9,2026-01-29 12:25:51.617646
CLI00193,28,3828.46,2026-05-07 12:25:51.617646
CLI00194,66,1899.38,2026-10-06 12:25:51.617646
CLI00195,61,3806.13,2025-11-30 12:25:51.617646
CLI00196,58,2864.98,2026-03-31 12:25:51.617646
CLI00197,61,443.24,2025-10-18 12:25:51.617646
CLI00198,72,797.63,2026-04-24 12:25:51.617646
CLI00199,35,1571.9,2025-12-26 12:25:51.617646
CLI00200,55,1723.1,2026-05-30 12:25:51.617646
CLI00201,24,2626.65,2026-07-11 12:25:51.617646
CLI00202,23,2674.65,2025-09-14 12:25:51.617646
CLI00203,72,3784.22,2025-12-29 12:25:51.617646
CLI00204,72,9303.32,2026-08-08 12:25:51.617646
CLI00205,6,2620.12,2026-03-04 12:25:51.617646
CLI00206,77,2026.92,2026-05-28 12:25:51.617646
CLI00207,64,1682.02,2026-09-28 12:25:51.617646
CLI00208,64,3016.73,2026-10-12 12:25:51.617646
CLI00209,26,3983.27,2026-01-21 12:25:51.617646
CLI00210,57,861.99,2026-09-06 12:25:51.617646
CLI00211,11,682.27,2025-12-31 12:25:51.617646
CLI00212,5,3269.57,2026-04-04 12:25:51.617646
CLI00213,33,1326.78,2026-02-25 12:25:51.617646
CLI00214,42,786.91,2026-05-12 12:25:51.617646
CLI00215,38,4631.12,2026-08-27 12:25:51.617646
CLI00216,26,1996.17,2026-01-01 12:25:51.617646
CLI00217,8,1309.09,2026-03-19 12:25:51.617646
CLI00218,68,4848.97,2025-10-19 12:25:51.617646
CLI00219,77,5465.65,2026-09-01 12:25:51.617646
CLI00220,6,828.27,2026-09-19 12:25:51.617646
CLI00221,81,3864.63,2026-08-19 12:25:51.617646
CLI00222,8,2155.47,2026-08-19 12:25:51.617646
CLI00223,53,2013.17,2026-03-21 12:25:51.617646
CLI00224,64,1280.06,2026-03-24 12:25:51.617646
CLI00225,59,1286.4,2026-04-03 12:25:51.617646
CLI00226,68,1450.34,2025-12-29 12:25:51.617646
CLI00227,81,464.29,2025-11-04 12:25:51.617646
CLI00228,77,874.4,2026-06-02 12:25:51.617646
CLI00229,10,848.29,2026-05-24 12:25:51.617646
CLI00230,28,704.61,2026-01-23 12:25:51.617646
CLI00231,53,4742.33,2026-04-25 12:25:51.617646
CLI00232,47,2374.08,2026-03-26 12:25:51.617646
CLI00233,46,2368.69,2026-02-26 12:25:51.617646
CLI00234,7,3896.53,2026-10-11 12:25:51.617646
CLI00235,72,890.77,2026-01-30 12:25:51.617646
CLI00236,28,3065.49,2026-02-16 12:25:51.617646
CLI00237,70,2392.62,2025-09-23 12:25:51.617646
CLI00238,21,1165.09,2025-09-30 12:25:51.617646
CLI00239,22,5884.84,2026-06-23 12:25:51.617646
CLI00240,14,1866.83,2026-07-24 12:25:51.617646
CLI00241,49,2223.08,2026-06-30 12:25:51.617646
CLI00242,3,2699.89,2025-11-03 12:25:51.617646
CLI00243,16,2742.54,2026-05-26 12:25:51.617646
CLI00244,66,403.06,2026-02-12 12:25:51.617646
CLI00245,40,1312.18,2026-09-08 12:25:51.617646
CLI00246,39,2864.09,2026-01-17 12:25:51.617646
CLI00247,13,1588.73,2026-05-20 12:25:51.617646
CLI00248,79,1447.79,2026-07-11 12:25:51.617646
CLI00249,5,2001.78,2025-12-06 12:25:51.617646
CLI00250,35,2098.52,2026-01-06 12:25:51.617646
CLI00251,8,2659.26,2026-08-05 12:25:51.617646
CLI00252,52,2866.61,2026-05-18 12:25:51.617646
CLI00253,12,2378.14,2026-08-02 12:25:51.617646
CLI00254,7,3273.81,2026-10-13 12:25:51.617646
CLI00255,25,3428.16,2026-06-05 12:25:51.617646
CLI00256,12,5492.3,2026-03-20 12:25:51.617646
CLI00257,46,643.5,2026-09-05 12:25:51.617646
CLI00258,4,3595.38,2026-05-19 12:25:51.617646
CLI00259,15,1725.49,2026-10-12 12:25:51.617646
CLI00260,42,2414.2,2025-10-25 12:25:51.617646
CLI00261,4,4163.49,2026-10-18 12:25:51.617646
CLI00262,67,3174.87,2026-04-25 12:25:51.617646
CLI00263,65,3340.58,2026-01-23 12:25:51.617646
CLI00264,75,1661.75,2025-10-06 12:25:51.617646
CLI00265,19,817.57,2026-10-17 12:25:51.617646
CLI00266,11,4044.77,2026-03-09 12:25:51.617646
CLI00267,77,433.17,2026-01-15 12:25:51.617646
CLI00268,17,3861.43,2025-12-22 12:25:51.617646
CLI00269,26,376.42,2025-08-21 12:25:51.617646
CLI00270,40,5377.59,2026-04-24 12:25:51.617646
CLI00271,37,2778.57,2026-07-29 12:25:51.617646
CLI00272,51,1035.42,2025-12-26 12:25:51.617646
CLI00273,71,3054.1,2026-02-27 12:25:51.617646
CLI00274,64,2210.54,2025-10-26 12:25:51.617646
CLI00275,62,2252.55,2025-08-24 12:25:51.617646
CLI00276,52,932.23,2026-10-03 12:25:51.617646
CLI00277,80,3767.21,2026-06-19 12:25:51.617646
CLI00278,77,362.43,2026-06-10 12:25:51.617646
CLI00279,11,4361.55,2026-01-10 12:25:51.617646
CLI00280,36,2248.83,2026-02-27 12:25:51.617646
CLI00281,78,928.25,2025-09-10 12:25:51.617646
CLI00282,37,4822.99,2026-04-04 12:25:51.617646
CLI00283,3,1579.75,2026-06-29 12:25:51.617646
CLI00284,42,1622.36,2025-12-15 12:25:51.617646
CLI00285,66,2891.18,2026-06-18 12:25:51.617646
CLI00286,24,2415.12,2026-01-09 12:25:51.617646
CLI00287,62,2483.02,2026-09-25 12:25:51.617646
CLI00288,66,1566.32,2025-09-28 12:25:51.617646
CLI00289,74,2255.03,2026-09-17 12:25:51.617646
CLI00290,13,4352.37,2026-08-10 12:25:51.617646
CLI00291,16,1502.45,2026-04-29 12:25:51.617646
CLI00292,62,2877.0,2026-07-19 12:25:51.617646
CLI00293,32,1229.02,2026-03-15 12:25:51.617646
CLI00294,37,1942.89,2026-03-18 12:25:51.617646
CLI00295,39,1074.0,2025-12-13 12:25:51.617646
CLI00296,7,2224.04,2026-04-02 12:25:51.617646
CLI00297,80,7487.57,2026-01-01 12:25:51.617646
CLI00298,28,2719.72,2026-04-28 12:25:51.617646
CLI00299,64,1583.89,2026-03-27 12:25:51.617646
CLI00300,6,1009.48,2026-10-01 12:25:51.617646
CLI00301,44,640.72,2025-11-19 12:25:51.617646
CLI00302,20,2661.8,2026-08-09 12:25:51.617646
CLI00303,42,2754.43,2026-08-31 12:25:51.617646
CLI00304,74,3524.17,2025-10-05 12:25:51.617646
CLI00305,41,1829.24,2025-09-27 12:25:51.617646
CLI00306,16,973.36,2026-01-09 12:25:51.617646
CLI00307,34,2030.19,2025-11-28 12:25:51.617646
CLI00308,53,3904.02,2026-07-14 12:25:51.617646
CLI00309,40,1023.85,2026-02-26 12:25:51.617646
CLI00310,25,1305.23,2025-09-24 12:25:51.617646
CLI00311,65,3243.49,2026-01-14 12:25:51.617646
CLI00312,17,809.58,2025-09-19 12:25:51.617646
CLI00313,27,3128.69,2026-07-20 12:25:51.617646
CLI00314,19,681.81,2025-11-12 12:25:51.617646
CLI00315,68,5234.3,2026-08-24 12:25:51.617646
CLI00316,80,1638.52,2026-05-28 12:25:51.617646
CLI00317,55,2684.4,2026-10-18 12:25:51.617646
CLI00318,53,4124.6,2026-07-30 12:25:51.617646
CLI00319,41,1297.16,2026-05-17 12:25:51.617646
CLI00320,53,3480.25,2026-01-21 12:25:51.617646
CLI00321,72,601.12,2025-11-30 12:25:51.617646
CLI00322,8,879.31,2026-03-23 12:25:51.617646
CLI00323,69,4194.91,2026-01-17 12:25:51.617646
CLI00324,9,1864.69,2025-11-11 12:25:51.617646
CLI00325,53,814.24,2025-12-08 12:25:51.617646
CLI00326,74,3401.04,2026-09-11 12:25:51.617646
CLI00327,44,1827.23,2026-05-22 12:25:51.617646
CLI00328,66,688.85,2026-03-09 12:25:51.617646
CLI00329,17,825.1,2026-05-31 12:25:51.617646
CLI00330,31,3480.87,2026-02-09 12:25:51.617646
CLI00331,35,4345.67,2026-07-13 12:25:51.617646
CLI00332,29,3175.16,2026-03-14 12:25:51.617646
CLI00333,38,4216.66,2025-10-22 12:25:51.617646
CLI00334,31,1764.82,2025-11-01 12:25:51.617646
CLI00335,40,2107.29,2026-04-28 12:25:51.617646
CLI00336,59,2674.75,2025-12-22 12:25:51.617646
CLI00337,29,3475.21,2026-08-30 12:25:51.617646
CLI00338,57,3295.33,2025-12-19 12:25:51.617646
CLI00339,35,1838.95,2026-05-22 12:25:51.617646
CLI00340,70,1656.26,2026-09-22 12:25:51.617646
CLI00341,68,2342.89,2025-12-18 12:25:51.617646
CLI00342,12,7247.85,2026-10-16 12:25:51.617646
CLI00343,7,1775.53,2026-07-03 12:25:51.617646
CLI00344,76,1643.68,2026-01-31 12:25:51.617646
CLI00345,40,903.26,2026-10-18 12:25:51.617646
CLI00346,15,1325.45,2026-06-02 12:25:51.617646
CLI00347,33,2396.0,2026-05-12 12:25:51.617646
CLI00348,49,2010.02,2026-07-06 12:25:51.617646
CLI00349,54,2647.03,2026-01-28 12:25:51.617646
CLI00350,58,4539.22,2026-08-31 12:25:51.617646
CLI00351,17,245.83,2026-06-24 12:25:51.617646
CLI00352,31,2170.39,2025-11-17 12:25:51.617646
CLI00353,10,2658.75,2026-01-09 12:25:51.617646
CLI00354,7,5962.99,2026-03-11 12:25:51.617646
CLI00355,31,2981.21,2026-06-25 12:25:51.617646
CLI00356,49,1521.06,2026-04-04 12:25:51.617646
CLI00357,70,1614.98,2026-07-20 12:25:51.617646
CLI00358,78,1498.88,2026-03-30 12:25:51.617646
CLI00359,47,2298.4,2025-09-30 12:25:51.617646
CLI00360,4,3200.87,2026-03-04 12:25:51.617646
CLI00361,29,1056.2,2025-10-27 12:25:51.617646
CLI00362,38,2552.28,2026-05-11 12:25:51.617646
CLI00363,38,2530.54,2025-08-22 12:25:51.617646
CLI00364,28,1985.82,2026-08-16 12:25:51.617646
CLI00365,45,2055.24,2025-12-23 12:25:51.617646
CLI00366,29,1033.25,2025-12-08 12:25:51.617646
CLI00367,71,2465.16,2025-11-14 12:25:51.617646
CLI00368,22,1100.88,2026-10-19 12:25:51.617646
CLI00369,13,3228.87,2025-12-18 12:25:51.617646
CLI00370,76,1588.17,2025-12-25 12:25:51.617646
CLI00371,40,618.59,2026-05-02 12:25:51.617646
CLI00372,8,4231.69,2026-02-19 12:25:51.617646
CLI00373,74,1479.53,2025-09-05 12:25:51.617646
CLI00374,25,1439.98,2025-10-21 12:25:51.617646
CLI00375,49,715.1,2026-08-24 12:25:51.617646
CLI00376,48,3505.66,2026-01-25 12:25:51.617646
CLI00377,14,1277.45,2026-05-15 12:25:51.617646
CLI00378,15,1481.73,2025-09-24 12:25:51.617646
CLI00379,64,864.02,2026-05-14 12:25:51.617646
CLI00380,62,3060.21,2025-10-23 12:25:51.617646
CLI00381,45,2840.63,2025-10-09 12:25:51.617646
CLI00382,78,1052.54,2026-05-02 12:25:51.617646
CLI00383,70,1616.7,2026-01-16 12:25:51.617646
CLI00384,7,4379.06,2026-07-11 12:25:51.617646
CLI00385,39,468.18,2026-06-20 12:25:51.617646
CLI00386,74,7960.84,2026-05-23 12:25:51.617646
CLI00387,33,1843.58,2026-08-12 12:25:51.617646
CLI00388,11,1037.46,2026-02-08 12:25:51.617646
CLI00389,53,1080.89,2026-10-11 12:25:51.617646
CLI00390,31,2983.31,2026-03-09 12:25:51.617646
CLI00391,80,2724.61,2026-09-17 12:25:51.617646
CLI00392,42,3870.71,2026-07-10 12:25:51.617646
CLI00393,43,1977.46,2025-09-24 12:25:51.617646
CLI00394,13,1613.85,2026-03-24 12:25:51.617646
CLI00395,25,570.45,2025-10-24 12:25:51.617646
CLI00396,3,2126.86,2025-08-28 12:25:51.617646
CLI00397,48,1663.77,2026-06-17 12:25:51.617646
CLI00398,23,2941.74,2026-07-29 12:25:51.617646
CLI00399,38,3747.13,2026-10-18 12:25:51.617646
CLI00400,56,2580.84,2026-07-18 12:25:51.617646
CLI00401,59,2800.36,2025-11-04 12:25:51.617646
CLI00402,3,2358.54,2026-02-10 12:25:51.617646
CLI00403,65,2586.96,2025-10-06 12:25:51.617646
CLI00404,56,1922.85,2025-09-04 12:25:51.617646
CLI00405,57,2109.45,2026-08-16 12:25:51.617646
CLI00406,42,4346.87,2026-01-14 12:25:51.617646
CLI00407,17,2648.77,2025-09-15 12:25:51.617646
CLI00408,23,1814.95,2026-06-24 12:25:51.617646
CLI00409,49,1437.22,2025-11-21 12:25:51.617646
CLI00410,75,2035.81,2026-09-30 12:25:51.617646
CLI00411,55,3903.62,2026-04-09 12:25:51.617646
CLI00412,11,2976.73,2025-09-10 12:25:51.617646
CLI00413,76,271.79,2026-06-23 12:25:51.617646
CLI00414,54,2385.34,2025-09-27 12:25:51.617646
CLI00415,59,1430.65,2026-05-23 12:25:51.617646
CLI00416,28,4105.3,2026-01-24 12:25:51.617646
CLI00417,43,1251.46,2026-02-15 12:25:51.617646
CLI00418,37,1949.79,2025-12-30 12:25:51.617646
CLI00419,65,1359.11,2026-06-27 12:25:51.617646
CLI00420,27,3201.0,2026-08-03 12:25:51.617646
CLI00421,77,1868.98,2025-09-17 12:25:51.617646
CLI00422,40,1983.61,2026-05-07 12:25:51.617646
CLI00423,4,1755.1,2026-09-30 12:25:51.617646
CLI00424,9,3162.48,2025-11-04 12:25:51.617646
CLI00425,36,2085.65,2025-10-26 12:25:51.617646
CLI00426,19,1062.92,2026-07-28 12:25:51.617646
CLI00427,45,1015.68,2026-03-02 12:25:51.617646
CLI00428,61,2645.48,2026-01-29 12:25:51.617646
CLI00429,53,1223.23,2026-08-02 12:25:51.617646
CLI00430,56,2407.83,2026-08-16 12:25:51.617646
CLI00431,26,983.49,2026-05-04 12:25:51.617646
CLI00432,27,1686.69,2025-10-31 12:25:51.617646
CLI00433,73,2073.95,2025-11-15 12:25:51.617646
CLI00434,54,909.06,2026-10-16 12:25:51.617646
CLI00435,72,3987.11,2026-05-09 12:25:51.617646
CLI00436,35,6298.3,2026-03-22 12:25:51.617646
CLI00437,51,3165.42,2026-01-20 12:25:51.617646
CLI00438,31,2657.9,2026-03-18 12:25:51.617646
CLI00439,65,4978.53,2026-09-25 12:25:51.617646
CLI00440,24,3965.96,2025-10-20 12:25:51.617646
CLI00441,28,1250.15,2026-05-15 12:25:51.617646
CLI00442,30,1502.62,2026-05-09 12:25:51.617646
CLI00443,51,2570.47,2026-03-26 12:25:51.617646
CLI00444,73,2115.9,2026-05-30 12:25:51.617646
CLI00445,83,2913.64,2026-01-03 12:25:51.617646
CLI00446,51,4705.58,2026-09-04 12:25:51.617646
CLI00447,22,1549.07,2026-08-17 12:25:51.617646
CLI00448,65,2352.98,2025-11-21 12:25:51.617646
CLI00449,63,1198.8,2025-12-07 12:25:51.617646
CLI00450,51,2414.28,2026-04-18 12:25:51.617646
CLI00451,73,914.48,2026-08-10 12:25:51.617646
CLI00452,3,1702.01,2026-10-18 12:25:51.617646
CLI00453,15,3033.98,2026-01-09 12:25:51.617646
CLI00454,53,850.39,2026-06-07 12:25:51.617646
CLI00455,58,3874.16,2026-04-14 12:25:51.617646
CLI00456,64,4854.1,2026-07-26 12:25:51.617646
CLI00457,34,3621.69,2026-06-28 12:25:51.617646
CLI00458,32,4110.08,2026-02-13 12:25:51.617646
CLI00459,31,2243.72,2026-01-08 12:25:51.617646
CLI00460,51,3312.36,2026-02-25 12:25:51.617646
CLI00461,47,3960.78,2025-10-08 12:25:51.617646
CLI00462,32,2450.3,2026-06-18 12:25:51.617646
CLI00463,18,4138.14,2026-08-24 12:25:51.617646
CLI00464,42,3048.53,2026-02-26 12:25:51.617646
CLI00465,21,1658.92,2026-01-03 12:25:51.617646
CLI00466,20,1639.29,2025-10-02 12:25:51.617646
CLI00467,3,2171.51,2026-09-28 12:25:51.617646
CLI00468,80,3869.03,2026-09-04 12:25:51.617646
CLI00469,49,3243.52,2026-08-08 12:25:51.617646
CLI00470,68,1080.95,2025-11-18 12:25:51.617646
CLI00471,40,4994.63,2026-06-11 12:25:51.617646
CLI00472,53,4894.74,2026-07-27 12:25:51.617646
CLI00473,65,1081.81,2026-04-22 12:25:51.617646
CLI00474,6,2678.2,2026-02-28 12:25:51.617646
CLI00475,3,2241.67,2026-07-04 12:25:51.617646
CLI00476,10,4335.91,2025-12-04 12:25:51.617646
CLI00477,31,1179.92,2026-08-18 12:25:51.617646
CLI00478,57,3327.55,2026-06-26 12:25:51.617646
CLI00479,5,3046.27,2026-09-06 12:25:51.617646
CLI00480,34,3181.71,2026-04-10 12:25:51.617646
CLI00481,12,2785.73,2026-05-12 12:25:51.617646
CLI00482,76,1009.26,2026-07-30 12:25:51.617646
