client_id,ticket_date,ticket_type,resolved_within_sla
CLI00019,2025-09-23 12:25:51.617646,complaint,False
CLI00019,2026-04-03 12:25:51.617646,billing,False
CLI00021,2025-09-02 12:25:51.617646,claim_query,True
CLI00022,2026-06-04 12:25:51.617646,complaint,True
CLI00022,2026-04-03 12:25:51.617646,claim_query,True
CLI00023,2025-10-02 12:25:51.617646,complaint,True
CLI00023,2026-04-19 12:25:51.617646,complaint,True
CLI00024,2025-08-05 12:25:51.617646,billing,True
CLI00027,2026-06-26 12:25:51.617646,general,True
CLI00027,2026-03-21 12:25:51.617646,complaint,True
CLI00027,2026-05-05 12:25:51.617646,general,False
CLI00027,2026-04-05 12:25:51.617646,complaint,False
CLI00027,2026-06-13 12:25:51.617646,claim_query,False
CLI00027,2026-03-12 12:25:51.617646,policy_change,False
CLI00030,2026-02-23 12:25:51.617646,policy_change,True
CLI00030,2026-02-28 12:25:51.617646,complaint,False
CLI00030,2026-07-10 12:25:51.617646,claim_query,True
CLI00032,2026-07-11 12:25:51.617646,billing,True
CLI00032,2026-05-18 12:25:51.617646,billing,True
CLI00032,2026-05-27 12:25:51.617646,billing,True
CLI00032,2026-02-17 12:25:51.617646,general,True
CLI00032,2026-04-02 12:25:51.617646,billing,True
CLI00032,2026-06-20 12:25:51.617646,policy_change,True
CLI00033,2026-04-02 12:25:51.617646,general,True
CLI00033,2026-05-25 12:25:51.617646,policy_change,False
CLI00033,2026-04-20 12:25:51.617646,complaint,True
CLI00033,2026-06-29 12:25:51.617646,complaint,False
CLI00037,2025-10-15 12:25:51.617646,billing,True
CLI00037,2026-02-22 12:25:51.617646,billing,False
CLI00037,2025-08-12 12:25:51.617646,billing,True
CLI00038,2026-06-18 12:25:51.617646,general,True
CLI00038,2026-03-30 12:25:51.617646,claim_query,True
CLI00038,2026-05-18 12:25:51.617646,claim_query,False
CLI00038,2026-04-28 12:25:51.617646,policy_change,True
CLI00038,2026-07-20 12:25:51.617646,claim_query,True
CLI00038,2026-07-20 12:25:51.617646,general,True
CLI00040,2026-05-10 12:25:51.617646,billing,True
CLI00040,2025-10-20 12:25:51.617646,general,True
CLI00041,2026-04-16 12:25:51.617646,general,True
CLI00041,2026-04-24 12:25:51.617646,billing,False
CLI00041,2026-07-07 12:25:51.617646,policy_change,True
CLI00041,2026-01-12 12:25:51.617646,policy_change,True
CLI00041,2026-05-13 12:25:51.617646,policy_change,False
CLI00041,2026-03-06 12:25:51.617646,claim_query,True
CLI00041,2026-07-03 12:25:51.617646,billing,False
CLI00041,2026-06-07 12:25:51.617646,policy_change,False
CLI00041,2026-01-22 12:25:51.617646,general,True
CLI00041,2026-05-10 12:25:51.617646,general,True
CLI00042,2025-08-08 12:25:51.617646,complaint,True
CLI00043,2026-05-30 12:25:51.617646,general,True
CLI00043,2026-06-10 12:25:51.617646,general,True
CLI00043,2026-05-01 12:25:51.617646,complaint,False
CLI00043,2026-06-24 12:25:51.617646,policy_change,True
CLI00043,2026-04-15 12:25:51.617646,billing,True
CLI00043,2026-06-23 12:25:51.617646,policy_change,True
CLI00044,2025-07-31 12:25:51.617646,billing,True
CLI00050,2026-06-03 12:25:51.617646,complaint,True
CLI00050,2026-03-18 12:25:51.617646,general,True
CLI00050,2026-07-21 12:25:51.617646,billing,True
CLI00050,2026-02-17 12:25:51.617646,complaint,True
CLI00050,2026-04-18 12:25:51.617646,complaint,True
CLI00050,2026-03-03 12:25:51.617646,claim_query,True
CLI00056,2025-09-27 12:25:51.617646,complaint,True
CLI00057,2026-05-26 12:25:51.617646,complaint,True
CLI00057,2026-06-05 12:25:51.617646,complaint,True
CLI00057,2026-06-30 12:25:51.617646,general,True
CLI00057,2026-07-07 12:25:51.617646,complaint,True
CLI00057,2026-05-18 12:25:51.617646,claim_query,True
CLI00057,2026-07-03 12:25:51.617646,complaint,False
CLI00058,2026-04-22 12:25:51.617646,billing,False
CLI00058,2026-03-31 12:25:51.617646,policy_change,True
CLI00058,2026-07-21 12:25:51.617646,complaint,True
CLI00059,2026-06-29 12:25:51.617646,general,False
CLI00059,2026-07-01 12:25:51.617646,policy_change,True
CLI00059,2026-05-23 12:25:51.617646,billing,True
CLI00059,2026-06-18 12:25:51.617646,billing,True
CLI00059,2026-05-11 12:25:51.617646,policy_change,True
CLI00059,2026-07-07 12:25:51.617646,policy_change,True
CLI00059,2026-06-30 12:25:51.617646,billing,False
CLI00059,2026-04-05 12:25:51.617646,claim_query,True
CLI00059,2026-04-25 12:25:51.617646,policy_change,True
CLI00060,2025-10-21 12:25:51.617646,billing,True
CLI00061,2026-02-19 12:25:51.617646,complaint,True
CLI00061,2025-12-24 12:25:51.617646,policy_change,False
CLI00062,2026-07-16 12:25:51.617646,billing,True
CLI00064,2026-03-13 12:25:51.617646,general,True
CLI00065,2025-08-07 12:25:51.617646,policy_change,True
CLI00065,2025-11-30 12:25:51.617646,complaint,False
CLI00065,2026-03-07 12:25:51.617646,billing,True
CLI00065,2025-08-25 12:25:51.617646,claim_query,True
CLI00066,2026-04-01 12:25:51.617646,policy_change,True
CLI00067,2026-04-01 12:25:51.617646,claim_query,True
CLI00067,2026-05-08 12:25:51.617646,claim_query,False
CLI00067,2026-03-08 12:25:51.617646,claim_query,True
CLI00067,2026-02-28 12:25:51.617646,complaint,True
CLI00067,2026-05-29 12:25:51.617646,billing,True
CLI00068,2026-01-25 12:25:51.617646,billing,True
CLI00068,2025-12-13 12:25:51.617646,policy_change,True
CLI00069,2026-06-26 12:25:51.617646,claim_query,False
CLI00070,2025-09-23 12:25:51.617646,complaint,True
CLI00070,2026-05-20 12:25:51.617646,policy_change,True
CLI00071,2026-04-15 12:25:51.617646,claim_query,True
CLI00071,2026-01-20 12:25:51.617646,general,True
CLI00071,2026-06-30 12:25:51.617646,complaint,True
CLI00072,2026-05-28 12:25:51.617646,general,True
CLI00072,2026-04-26 12:25:51.617646,complaint,True
CLI00072,2026-04-05 12:25:51.617646,general,True
CLI00072,2026-01-24 12:25:51.617646,policy_change,True
CLI00072,2026-06-03 12:25:51.617646,claim_query,True
CLI00073,2026-05-11 12:25:51.617646,policy_change,True
CLI00073,2026-04-02 12:25:51.617646,complaint,True
CLI00073,2026-07-05 12:25:51.617646,billing,True
CLI00073,2026-05-09 12:25:51.617646,complaint,True
CLI00073,2026-05-14 12:25:51.617646,billing,True
CLI00075,2026-03-25 12:25:51.617646,claim_query,True
CLI00077,2026-06-19 12:25:51.617646,claim_query,True
CLI00078,2026-04-21 12:25:51.617646,general,False
CLI00078,2026-03-23 12:25:51.617646,general,False
CLI00078,2026-07-08 12:25:51.617646,complaint,True
CLI00078,2026-05-22 12:25:51.617646,complaint,True
CLI00078,2026-03-01 12:25:51.617646,billing,True
CLI00080,2026-03-19 12:25:51.617646,general,True
CLI00080,2026-04-15 12:25:51.617646,policy_change,True
CLI00080,2026-07-04 12:25:51.617646,general,True
CLI00083,2025-10-16 12:25:51.617646,claim_query,True
CLI00083,2026-06-11 12:25:51.617646,claim_query,True
CLI00084,2026-06-08 12:25:51.617646,policy_change,True
CLI00084,2026-07-19 12:25:51.617646,claim_query,True
CLI00084,2026-06-25 12:25:51.617646,policy_change,True
CLI00084,2026-05-29 12:25:51.617646,claim_query,True
CLI00084,2026-07-18 12:25:51.617646,claim_query,True
CLI00084,2026-05-11 12:25:51.617646,policy_change,True
CLI00084,2026-07-17 12:25:51.617646,policy_change,True
CLI00084,2026-07-15 12:25:51.617646,billing,True
CLI00085,2026-02-13 12:25:51.617646,billing,True
CLI00085,2026-04-05 12:25:51.617646,general,False
CLI00085,2026-06-02 12:25:51.617646,claim_query,True
CLI00085,2025-10-01 12:25:51.617646,claim_query,False
CLI00085,2026-03-29 12:25:51.617646,claim_query,False
CLI00086,2026-06-11 12:25:51.617646,general,True
CLI00086,2026-03-21 12:25:51.617646,billing,True
CLI00087,2025-12-25 12:25:51.617646,policy_change,False
CLI00088,2025-11-19 12:25:51.617646,billing,True
CLI00088,2026-06-29 12:25:51.617646,policy_change,True
CLI00090,2026-06-08 12:25:51.617646,complaint,False
CLI00091,2026-03-22 12:25:51.617646,policy_change,True
CLI00091,2026-04-01 12:25:51.617646,claim_query,False
CLI00091,2026-05-30 12:25:51.617646,policy_change,False
CLI00091,2026-04-18 12:25:51.617646,policy_change,True
CLI00091,2026-06-17 12:25:51.617646,policy_change,True
CLI00091,2026-01-14 12:25:51.617646,claim_query,True
CLI00091,2026-06-20 12:25:51.617646,complaint,True
CLI00094,2026-04-13 12:25:51.617646,complaint,True
CLI00095,2025-08-07 12:25:51.617646,complaint,True
CLI00097,2025-08-26 12:25:51.617646,policy_change,True
CLI00098,2025-09-30 12:25:51.617646,claim_query,True
CLI00098,2026-06-08 12:25:51.617646,general,True
CLI00098,2026-01-18 12:25:51.617646,general,True
CLI00099,2026-02-04 12:25:51.617646,general,True
CLI00100,2026-03-08 12:25:51.617646,complaint,True
CLI00100,2026-07-06 12:25:51.617646,general,True
CLI00100,2026-05-29 12:25:51.617646,claim_query,True
CLI00100,2026-05-16 12:25:51.617646,claim_query,False
CLI00100,2026-06-26 12:25:51.617646,general,True
CLI00100,2026-07-04 12:25:51.617646,policy_change,False
CLI00101,2026-06-21 12:25:51.617646,general,True
CLI00101,2026-05-05 12:25:51.617646,claim_query,True
CLI00101,2026-05-17 12:25:51.617646,claim_query,True
CLI00101,2026-03-31 12:25:51.617646,claim_query,False
CLI00101,2026-02-21 12:25:51.617646,policy_change,False
CLI00101,2026-07-15 12:25:51.617646,general,True
CLI00103,2026-05-29 12:25:51.617646,complaint,True
CLI00104,2025-09-08 12:25:51.617646,billing,True
CLI00105,2026-07-15 12:25:51.617646,policy_change,True
CLI00106,2026-03-31 12:25:51.617646,billing,True
CLI00106,2026-06-28 12:25:51.617646,claim_query,True
CLI00107,2025-12-31 12:25:51.617646,claim_query,True
CLI00107,2026-03-09 12:25:51.617646,policy_change,False
CLI00107,2025-11-17 12:25:51.617646,complaint,True
CLI00107,2026-06-04 12:25:51.617646,complaint,True
CLI00110,2026-06-14 12:25:51.617646,general,True
CLI00110,2026-07-09 12:25:51.617646,claim_query,True
CLI00110,2026-07-16 12:25:51.617646,general,False
CLI00110,2026-06-02 12:25:51.617646,complaint,True
CLI00110,2026-02-19 12:25:51.617646,policy_change,True
CLI00110,2026-07-13 12:25:51.617646,general,False
CLI00110,2026-07-11 12:25:51.617646,general,True
CLI00110,2026-06-30 12:25:51.617646,claim_query,True
CLI00110,2026-06-29 12:25:51.617646,claim_query,False
CLI00110,2026-04-28 12:25:51.617646,billing,False
CLI00110,2026-05-02 12:25:51.617646,claim_query,True
CLI00110,2026-05-22 12:25:51.617646,billing,True
CLI00111,2025-09-05 12:25:51.617646,claim_query,True
CLI00112,2026-03-01 12:25:51.617646,claim_query,False
CLI00112,2026-04-22 12:25:51.617646,claim_query,True
CLI00112,2026-07-14 12:25:51.617646,claim_query,True
CLI00112,2026-06-03 12:25:51.617646,claim_query,True
CLI00114,2026-04-04 12:25:51.617646,billing,True
CLI00118,2026-05-24 12:25:51.617646,complaint,True
CLI00118,2026-05-26 12:25:51.617646,policy_change,True
CLI00118,2026-03-03 12:25:51.617646,billing,True
CLI00118,2026-03-08 12:25:51.617646,complaint,True
CLI00118,2026-05-12 12:25:51.617646,general,True
CLI00118,2026-07-09 12:25:51.617646,billing,False
CLI00120,2025-11-11 12:25:51.617646,billing,False
CLI00121,2026-01-16 12:25:51.617646,general,True
CLI00123,2025-08-30 12:25:51.617646,policy_change,True
CLI00123,2026-02-19 12:25:51.617646,general,True
CLI00124,2026-07-03 12:25:51.617646,general,False
CLI00124,2026-05-19 12:25:51.617646,policy_change,True
CLI00124,2026-05-31 12:25:51.617646,general,False
CLI00124,2026-02-02 12:25:51.617646,general,True
CLI00124,2026-05-26 12:25:51.617646,general,True
CLI00125,2026-06-03 12:25:51.617646,complaint,True
CLI00126,2026-06-08 12:25:51.617646,policy_change,False
CLI00126,2026-05-28 12:25:51.617646,billing,True
CLI00126,2025-10-25 12:25:51.617646,complaint,True
CLI00127,2026-07-20 12:25:51.617646,general,True
CLI00128,2025-08-13 12:25:51.617646,policy_change,True
CLI00129,2026-04-12 12:25:51.617646,policy_change,True
CLI00129,2026-06-05 12:25:51.617646,billing,False
CLI00129,2026-03-20 12:25:51.617646,general,True
CLI00129,2026-02-14 12:25:51.617646,billing,True
CLI00130,2025-09-17 12:25:51.617646,complaint,True
CLI00132,2025-11-11 12:25:51.617646,claim_query,True
CLI00132,2026-01-25 12:25:51.617646,general,True
CLI00132,2025-11-20 12:25:51.617646,general,True
CLI00132,2025-11-17 12:25:51.617646,policy_change,False
CLI00133,2026-06-29 12:25:51.617646,general,False
CLI00133,2026-03-12 12:25:51.617646,billing,False
CLI00133,2026-06-29 12:25:51.617646,complaint,False
CLI00133,2026-05-19 12:25:51.617646,complaint,True
CLI00133,2026-02-05 12:25:51.617646,policy_change,False
CLI00133,2026-04-06 12:25:51.617646,complaint,False
CLI00133,2026-04-09 12:25:51.617646,policy_change,True
CLI00133,2026-07-10 12:25:51.617646,general,False
CLI00134,2026-06-25 12:25:51.617646,general,True
CLI00136,2026-07-09 12:25:51.617646,claim_query,True
CLI00136,2025-07-29 12:25:51.617646,policy_change,False
CLI00136,2025-07-26 12:25:51.617646,claim_query,True
CLI00137,2026-01-18 12:25:51.617646,complaint,True
CLI00139,2026-06-12 12:25:51.617646,complaint,False
CLI00139,2025-09-08 12:25:51.617646,billing,True
CLI00139,2025-12-31 12:25:51.617646,claim_query,True
CLI00139,2026-06-08 12:25:51.617646,complaint,True
CLI00143,2026-02-05 12:25:51.617646,complaint,True
CLI00144,2026-05-28 12:25:51.617646,claim_query,True
CLI00144,2025-08-25 12:25:51.617646,complaint,True
CLI00144,2026-04-06 12:25:51.617646,claim_query,True
CLI00144,2025-11-16 12:25:51.617646,billing,True
CLI00145,2025-10-11 12:25:51.617646,policy_change,True
CLI00145,2026-02-21 12:25:51.617646,billing,True
CLI00145,2026-05-16 12:25:51.617646,billing,True
CLI00146,2026-07-05 12:25:51.617646,claim_query,True
CLI00146,2026-01-12 12:25:51.617646,policy_change,True
CLI00146,2026-06-07 12:25:51.617646,billing,False
CLI00146,2026-05-25 12:25:51.617646,policy_change,False
CLI00149,2026-07-05 12:25:51.617646,claim_query,True
CLI00149,2026-04-04 12:25:51.617646,billing,True
CLI00149,2026-06-24 12:25:51.617646,policy_change,True
CLI00149,2026-06-21 12:25:51.617646,general,False
CLI00152,2025-12-17 12:25:51.617646,general,True
CLI00152,2026-03-30 12:25:51.617646,billing,True
CLI00153,2026-07-21 12:25:51.617646,complaint,True
CLI00153,2026-06-12 12:25:51.617646,billing,True
CLI00153,2026-07-02 12:25:51.617646,complaint,True
CLI00153,2026-06-18 12:25:51.617646,billing,False
CLI00153,2026-06-23 12:25:51.617646,billing,False
CLI00153,2026-04-18 12:25:51.617646,policy_change,True
CLI00153,2026-01-12 12:25:51.617646,claim_query,True
CLI00153,2026-07-07 12:25:51.617646,billing,False
CLI00154,2026-04-12 12:25:51.617646,billing,True
CLI00154,2025-08-16 12:25:51.617646,complaint,True
CLI00154,2026-01-14 12:25:51.617646,general,True
CLI00154,2025-10-04 12:25:51.617646,claim_query,True
CLI00156,2025-12-11 12:25:51.617646,claim_query,True
CLI00159,2026-05-07 12:25:51.617646,policy_change,True
CLI00159,2026-03-14 12:25:51.617646,billing,True
CLI00165,2026-06-16 12:25:51.617646,complaint,True
CLI00165,2026-07-12 12:25:51.617646,general,True
CLI00165,2026-07-21 12:25:51.617646,complaint,True
CLI00165,2026-05-14 12:25:51.617646,policy_change,False
CLI00165,2026-04-13 12:25:51.617646,general,True
CLI00166,2026-03-21 12:25:51.617646,policy_change,True
CLI00166,2026-05-04 12:25:51.617646,claim_query,True
CLI00167,2025-09-18 12:25:51.617646,complaint,True
CLI00168,2026-04-28 12:25:51.617646,claim_query,True
CLI00168,2026-06-07 12:25:51.617646,billing,True
CLI00168,2026-07-07 12:25:51.617646,claim_query,True
CLI00168,2026-02-02 12:25:51.617646,claim_query,True
CLI00169,2026-05-21 12:25:51.617646,complaint,False
CLI00169,2026-03-22 12:25:51.617646,claim_query,False
CLI00170,2026-01-25 12:25:51.617646,complaint,True
CLI00172,2026-03-30 12:25:51.617646,billing,True
CLI00172,2026-02-28 12:25:51.617646,policy_change,True
CLI00172,2026-06-08 12:25:51.617646,general,True
CLI00172,2026-07-08 12:25:51.617646,complaint,False
CLI00172,2026-05-19 12:25:51.617646,billing,False
CLI00172,2026-03-01 12:25:51.617646,policy_change,False
CLI00172,2026-05-10 12:25:51.617646,claim_query,True
CLI00172,2026-02-28 12:25:51.617646,complaint,True
CLI00172,2026-04-23 12:25:51.617646,billing,False
CLI00174,2025-11-09 12:25:51.617646,billing,True
CLI00174,2025-10-22 12:25:51.617646,claim_query,True
CLI00174,2026-02-12 12:25:51.617646,claim_query,True
CLI00176,2026-06-09 12:25:51.617646,complaint,True
CLI00176,2026-04-30 12:25:51.617646,complaint,True
CLI00176,2026-05-08 12:25:51.617646,complaint,True
CLI00176,2026-03-01 12:25:51.617646,general,False
CLI00176,2026-07-06 12:25:51.617646,claim_query,False
CLI00179,2025-10-04 12:25:51.617646,complaint,True
CLI00180,2026-06-17 12:25:51.617646,claim_query,False
CLI00180,2026-05-25 12:25:51.617646,claim_query,True
CLI00180,2026-07-11 12:25:51.617646,billing,False
CLI00181,2026-06-30 12:25:51.617646,billing,True
CLI00181,2026-05-10 12:25:51.617646,claim_query,True
CLI00181,2025-11-08 12:25:51.617646,general,True
CLI00181,2026-05-16 12:25:51.617646,policy_change,True
CLI00181,2026-04-18 12:25:51.617646,general,True
CLI00182,2026-01-18 12:25:51.617646,complaint,False
CLI00182,2026-06-17 12:25:51.617646,claim_query,True
CLI00185,2026-04-03 12:25:51.617646,policy_change,True
CLI00185,2026-02-05 12:25:51.617646,general,True
CLI00186,2026-01-07 12:25:51.617646,billing,False
CLI00190,2025-09-09 12:25:51.617646,complaint,True
CLI00191,2026-05-10 12:25:51.617646,policy_change,True
CLI00191,2026-04-04 12:25:51.617646,billing,True
CLI00191,2026-04-13 12:25:51.617646,policy_change,True
CLI00191,2026-05-24 12:25:51.617646,claim_query,False
CLI00191,2026-04-20 12:25:51.617646,general,True
CLI00191,2026-04-10 12:25:51.617646,policy_change,True
CLI00191,2026-06-09 12:25:51.617646,policy_change,False
CLI00192,2026-02-09 12:25:51.617646,billing,True
CLI00193,2026-01-26 12:25:51.617646,claim_query,True
CLI00195,2026-01-15 12:25:51.617646,claim_query,True
CLI00196,2025-09-24 12:25:51.617646,claim_query,True
CLI00196,2025-10-28 12:25:51.617646,policy_change,True
CLI00196,2025-12-09 12:25:51.617646,claim_query,True
CLI00196,2026-02-14 12:25:51.617646,complaint,True
CLI00198,2026-01-14 12:25:51.617646,general,True
CLI00199,2026-01-28 12:25:51.617646,complaint,True
CLI00201,2026-03-27 12:25:51.617646,policy_change,True
CLI00202,2026-06-04 12:25:51.617646,complaint,True
CLI00202,2026-02-28 12:25:51.617646,claim_query,False
CLI00202,2026-07-17 12:25:51.617646,complaint,False
CLI00202,2026-07-09 12:25:51.617646,general,True
CLI00202,2026-07-10 12:25:51.617646,claim_query,False
CLI00202,2026-04-04 12:25:51.617646,general,True
CLI00202,2026-06-17 12:25:51.617646,claim_query,False
CLI00202,2026-05-29 12:25:51.617646,general,True
CLI00203,2026-07-08 12:25:51.617646,billing,True
CLI00203,2026-05-08 12:25:51.617646,general,True
CLI00203,2026-07-09 12:25:51.617646,complaint,True
CLI00203,2026-03-03 12:25:51.617646,policy_change,True
CLI00203,2026-05-05 12:25:51.617646,claim_query,True
CLI00203,2026-04-09 12:25:51.617646,claim_query,True
CLI00204,2025-09-17 12:25:51.617646,billing,True
CLI00205,2025-10-17 12:25:51.617646,billing,True
CLI00206,2026-05-15 12:25:51.617646,billing,False
CLI00206,2026-05-07 12:25:51.617646,policy_change,True
CLI00206,2026-05-17 12:25:51.617646,claim_query,True
CLI00206,2026-06-09 12:25:51.617646,general,True
CLI00206,2026-03-13 12:25:51.617646,billing,True
CLI00206,2026-03-22 12:25:51.617646,general,True
CLI00206,2026-06-20 12:25:51.617646,complaint,False
CLI00207,2026-05-29 12:25:51.617646,billing,True
CLI00207,2026-07-11 12:25:51.617646,claim_query,True
CLI00207,2026-01-21 12:25:51.617646,policy_change,False
CLI00207,2026-06-20 12:25:51.617646,policy_change,False
CLI00207,2026-06-09 12:25:51.617646,general,False
CLI00207,2026-01-31 12:25:51.617646,claim_query,True
CLI00207,2026-06-18 12:25:51.617646,general,True
CLI00209,2026-04-17 12:25:51.617646,policy_change,False
CLI00209,2026-03-19 12:25:51.617646,policy_change,False
CLI00209,2026-04-03 12:25:51.617646,billing,False
CLI00209,2026-05-13 12:25:51.617646,claim_query,False
CLI00209,2026-06-17 12:25:51.617646,billing,True
CLI00209,2026-07-07 12:25:51.617646,billing,False
CLI00210,2026-06-16 12:25:51.617646,billing,True
CLI00210,2026-04-03 12:25:51.617646,claim_query,False
CLI00210,2026-05-07 12:25:51.617646,billing,True
CLI00210,2026-05-31 12:25:51.617646,complaint,True
CLI00210,2026-06-28 12:25:51.617646,claim_query,True
CLI00211,2025-12-30 12:25:51.617646,claim_query,True
CLI00211,2025-12-16 12:25:51.617646,claim_query,True
CLI00213,2026-03-08 12:25:51.617646,billing,True
CLI00214,2025-10-08 12:25:51.617646,policy_change,True
CLI00214,2026-02-26 12:25:51.617646,billing,False
CLI00214,2025-08-11 12:25:51.617646,policy_change,True
CLI00216,2026-06-19 12:25:51.617646,general,True
CLI00216,2026-03-14 12:25:51.617646,policy_change,True
CLI00216,2026-06-23 12:25:51.617646,general,True
CLI00216,2025-10-14 12:25:51.617646,complaint,True
CLI00217,2025-12-20 12:25:51.617646,billing,True
CLI00217,2026-07-04 12:25:51.617646,general,True
CLI00218,2026-04-16 12:25:51.617646,claim_query,True
CLI00218,2026-05-20 12:25:51.617646,complaint,True
CLI00223,2026-05-05 12:25:51.617646,policy_change,False
CLI00223,2026-01-24 12:25:51.617646,claim_query,True
CLI00223,2026-06-26 12:25:51.617646,billing,True
CLI00223,2026-01-09 12:25:51.617646,policy_change,True
CLI00223,2026-07-09 12:25:51.617646,claim_query,True
CLI00223,2026-01-27 12:25:51.617646,complaint,True
CLI00223,2026-04-13 12:25:51.617646,claim_query,False
CLI00225,2026-03-21 12:25:51.617646,claim_query,True
CLI00226,2026-03-24 12:25:51.617646,claim_query,False
CLI00227,2026-04-21 12:25:51.617646,complaint,True
CLI00228,2026-01-24 12:25:51.617646,claim_query,True
CLI00228,2025-09-09 12:25:51.617646,general,True
CLI00230,2026-05-18 12:25:51.617646,claim_query,True
CLI00232,2026-03-17 12:25:51.617646,general,True
CLI00233,2026-03-16 12:25:51.617646,policy_change,True
CLI00235,2026-05-30 12:25:51.617646,policy_change,False
CLI00235,2026-07-21 12:25:51.617646,claim_query,True
CLI00235,2026-07-19 12:25:51.617646,policy_change,False
CLI00235,2026-05-16 12:25:51.617646,complaint,True
CLI00237,2025-12-25 12:25:51.617646,complaint,True
CLI00237,2025-10-25 12:25:51.617646,policy_change,False
CLI00237,2026-01-17 12:25:51.617646,billing,True
CLI00238,2026-07-08 12:25:51.617646,claim_query,True
CLI00238,2026-07-16 12:25:51.617646,billing,True
CLI00238,2026-05-26 12:25:51.617646,claim_query,True
CLI00238,2026-05-27 12:25:51.617646,general,False
CLI00238,2026-05-03 12:25:51.617646,policy_change,True
CLI00238,2026-02-24 12:25:51.617646,general,True
CLI00240,2026-06-25 12:25:51.617646,policy_change,True
CLI00240,2026-07-03 12:25:51.617646,complaint,True
CLI00240,2026-06-23 12:25:51.617646,general,True
CLI00240,2026-06-12 12:25:51.617646,policy_change,True
CLI00240,2026-04-27 12:25:51.617646,policy_change,True
CLI00240,2026-06-12 12:25:51.617646,billing,False
CLI00244,2025-09-12 12:25:51.617646,policy_change,True
CLI00244,2026-07-20 12:25:51.617646,policy_change,True
CLI00245,2026-05-24 12:25:51.617646,general,True
CLI00245,2026-06-23 12:25:51.617646,claim_query,True
CLI00245,2026-05-30 12:25:51.617646,billing,True
CLI00246,2026-03-16 12:25:51.617646,general,True
CLI00247,2025-10-22 12:25:51.617646,claim_query,True
CLI00247,2026-07-04 12:25:51.617646,general,True
CLI00247,2026-03-06 12:25:51.617646,billing,True
CLI00247,2026-07-21 12:25:51.617646,policy_change,True
CLI00247,2026-01-14 12:25:51.617646,policy_change,True
CLI00250,2026-06-21 12:25:51.617646,complaint,True
CLI00250,2025-10-01 12:25:51.617646,policy_change,True
CLI00252,2026-05-24 12:25:51.617646,complaint,True
CLI00252,2025-10-22 12:25:51.617646,general,True
CLI00252,2026-06-06 12:25:51.617646,claim_query,True
CLI00252,2026-03-04 12:25:51.617646,billing,False
CLI00253,2025-09-29 12:25:51.617646,general,True
CLI00253,2025-08-21 12:25:51.617646,general,True
CLI00255,2026-06-29 12:25:51.617646,billing,True
CLI00255,2026-04-03 12:25:51.617646,general,False
CLI00255,2026-04-23 12:25:51.617646,general,True
